ad_iD,Collector name,Shop name,Ad name,Description,Pic,Brand,Model,Price,Type/Year,Suuq,Negotiable,state,Contact
590,Faysal,105 Ubadka,Kabaha caruurta ,kabaha caruurta ,https://drive.google.com/file/d/1BG8wbIMs8kPIZUhshaSmP5AWNBoUvUv1/view?usp=drivesdk,kabo,kabo caruur,$13,,Personal Accessories,TRUE ,Hargeisa,call:063:7436444
591,Faysal,105 Ubadka,Toobabka hablaha ,Toobabkii hablaha oo kala duwan ,https://drive.google.com/file/d/1BDt6DRtVqhYrWC03R-n55fSwjVqdJEsY/view?usp=drivesdk,toob,toobka hablaha ,$25,,Personal Accessories,TRUE ,Hargeisa,call:063:7436444
592,Faysal,106 Suldaan Home Decoration ,Saacada Guriga,waa saacadii guryaha oo kafarkeedii wadata ,https://drive.google.com/file/d/1FMf-wkhfi6FtslUI2shIe4WgwkLXZcqO/view?usp=drivesdk,Saacad,Saacad Guri,$37,,Personal Accessories,TRUE ,Hargeisa,call-063:4776854
593,Faysal,106 Suldaan Home Decoration ,Laydhka hurdada,waa laydhkii hurdada oo aad u qurux badan,https://drive.google.com/file/d/1FHnEABIJVdqCIJgCtQPaM6UM_JS0ijNJ/view?usp=drivesdk,laanbad,Laanbad Hurdo,$35,,Devices,TRUE ,Hargeisa,call-063:4776854
594,Faysal,106 Suldaan Home Decoration ,Girgire unsi,waa girgirayaashii unsiga oo kala duwan ,https://drive.google.com/file/d/1FJlLAQsWtNQurSpXxuI1aNzKjvVuiK6m/view?usp=drivesdk,Gergire,Gergire Unsi,$13,,Personal Accessories,TRUE ,Hargeisa,call-063:4776854
595,Faysal,107 carwo mano ,GL ,Talaagaihii GL ahaa oo sees walba leh ,https://drive.google.com/file/d/1D9E1UE1R9iTM0g7m9UvY9qw_TCcfm4yR/view?usp=drivesdk,GL ,Talaagad ,$410,,Devices,TRUE ,Hargeisa,call-063:4061866
596,Faysal,107 carwo mano ,Panasonic,waaa kaawiya aad u fiican ,https://drive.google.com/file/d/1DQKiGdjP3fCmWOgwhRK7XO7FXG-vJVKC/view?usp=drivesdk,Panasonic,kaawiyad ,$18,,Devices,TRUE ,Hargeisa,call-063:4061866
597,Faysal,107 carwo mano ,Qasaalad ,waa qasaalaii dharka lagu maydhayey oo tayo leh ,https://drive.google.com/file/d/1DVa0UYM5P_tqBLn-iC6qOSX9Fb2tBoDP/view?usp=drivesdk,"Alg 8,5kg",Qasaalad ,$180,,Devices,TRUE ,Hargeisa,call-063:4061866
598,Faysal,108 carwo laydh Decoration ,Roogaga ,Roogaga Guryaha lagu qurxiyo oo nooc walba leh ,https://drive.google.com/file/d/1DJEOXAZav1qeWFSVll3pBhlVnr-2IYsH/view?usp=drivesdk,Roog,Roog Guri ,$95,,Real-state,TRUE ,Hargeisa,call-063:4785785
599,Faysal,108 carwo laydh Decoration ,Daahyadii ,Dahyadii Guryaha oo aad u qurux badan ,https://drive.google.com/file/d/1Db6H9KrMhaBdizZq9rCgePhq2Alf0pU9/view?usp=drivesdk,Daah,Daah Guri,$80,,Real-state,TRUE ,Hargeisa,call-063:4785785
600,Faysal,108 carwo laydh Decoration ,Fadhiyo,Fadhiyadii dalka oo nooc walba leh oo aad u qurxoon ,https://drive.google.com/file/d/1DkLVp5aw_hQ1UqAffIcO8m_MFKZaXz4I/view?usp=drivesdk,Fadhi,Fadhi,$750,,Real-state,TRUE ,Hargeisa,call-063:4785785
601,Faysal,109 Ayman,Caruusadihii ,caruusadihii ay habluhu ku ciyaarilahaayeen ,https://drive.google.com/file/d/1ENIjaZnZIFWB_H5QOxFOXCiQBerfxPoK/view?usp=drivesdk,Caruusad,Buubee,$8,,Personal Accessories,TRUE ,Hargeisa,call-063:4806165
602,Faysal,109 Ayman,Crave For Speed,waa gawaadhidii caruurta oo kala duwan ,https://drive.google.com/file/d/1EQMdzgrGNNOLhtxeKtbHRjDzxoIsTP-w/view?usp=drivesdk,Crave,gawaadhi caruur,$12,,Personal Accessories,TRUE ,Hargeisa,call-063:4806165
603,Faysal,109 Ayman,sabaraado ,sharabaadadii kabaha loo xidhanaayey oo nooc walba leh ,https://drive.google.com/file/d/1DszphlDviwBTmRHKwOVgpCx-7bwh-3-U/view?usp=drivesdk,Sharabaad ,Sharabaado,$1,,Personal Accessories,TRUE ,Hargeisa,call-063:4806165
604,Faysal,110 Almadiina furniture ,Miiska cuntada,Miiskii cuntada iyo kuraastiisii oo aad u qurux badan ,https://drive.google.com/file/d/1FHE1CDGeVFbdrcocRY3NaoOZXegETfZk/view?usp=drivesdk,Miis,Miis Cunto,"$1,200",,,TRUE ,Hargeisa,call-063:4411239
605,Faysal,110 Almadiina furniture ,Fadhiyo,fadhigii guriga oo kala duwan ,https://drive.google.com/file/d/1FBId44ufGm9k0ifF4F4uboYv9ohyP4MO/view?usp=drivesdk,fadhi,Fadhi Guri,"$1,600",,,,Hargeisa,call-063:4411239
606,Faysal,110 Almadiina furniture ,Biifiiga fadhiga ,waa kabadhkii weelka ee la dhigaayey fadhiga ,https://drive.google.com/file/d/1F5Y3N4C3XeGalw6LqwlVr5xtRE3hubiz/view?usp=drivesdk,Biifii weel,kabadh weel,$600,,,,Hargeisa,call-063:4411239
607,Faysal,111 I service zechnical Expert ,Callus Remover With ,waa safan jare aad u fiican ,https://drive.google.com/file/d/1E37G5t51nXz31uqBhgl4QcMae8Hgkvw7/view?usp=drivesdk,Motorized,Safan jare ,$15,,Personal Accessories,,Hargeisa,call-063:3339443
608,Faysal,111 I service zechnical Expert ,Folio Cover 10.1,Waa galaalkii moobilka oo nooc walba leh ,https://drive.google.com/file/d/1E2RGv9mumUT5mSgwojpPRTDCcUhY5_fg/view?usp=drivesdk,Folio ,Galgaal ,$12,,Personal Accessories,,Hargeisa,call-063:3339443
609,Faysal,111 I service zechnical Expert ,Fiish ,Waa fiishtii laydhka oo kooban oo leh meel usb ,https://drive.google.com/file/d/1ELPfd6LC32oIoMKi_Qo2P-CW-5dZSmJ6/view?usp=drivesdk,Fiish,Qaybso,$15,,Personal Accessories,,Hargeisa,call-063:3339443
610,Faysal,112 Bulayle decoration,kafaro ,kafaradii ay ku qornaayeen quraanka iyo magaca nabi muhumed [scw],https://drive.google.com/file/d/1DgjGZbpo3EctOQPmrkNJWt0gCGQ8j8vg/view?usp=drivesdk,Kafaro,kafaro,$23,,,,Hargeisa,call-063:4012382
611,Faysal,112 Bulayle decoration,Dhoobadii ,Dhoobadii ubaxyada lagu ridaayey oo kala duwan ,https://drive.google.com/file/d/1DpwaC4-it3soFyl5_tG4Wt1rA4ol6Mj2/view?usp=drivesdk,Dhoobo,Dhoobo Ubax ,$25,,,,Hargeisa,call-063:4012382
612,Faysal,112 Bulayle decoration,Miiskii fadhiga ,Misas ka samaysan quraarad oo aa ku qurxin doonto Gurigaaga ,https://drive.google.com/file/d/1D3WuR98xZf_eBSREqHz4QarvDn2BzIAJ/view?usp=drivesdk,Miis,Miisas quraarad,$40,,,,Hargeisa,call-063:4012382
613,Faysal,113 Saacid decoration,Hagaajinta fadhiga,Waxa laguu hagaajinayaa fadhiyada oo lagugu hagaajinayo qaab aad ka heli doonto,https://drive.google.com/file/d/1OGj9j0JMBmioAZxXOdZg1pRyDVPuwZ1E/view?usp=drivesdk,Hagaajin ,Hagaajin Fadhi,$70,,,,Hargeisa,call-063:4111203
614,Faysal,113 Saacid decoration,Saacada Guriga,waa saacadii guryaha oo kafarkeedii wadata ,https://drive.google.com/file/d/1OHW26YUfi_DBvBGyPikhiccWcn0uVBEN/view?usp=drivesdk,Saacad,Saacadii guriga ,$35,,,,Hargeisa,call-063:4111203
615,Faysal,113 Saacid decoration,Qalab uuni,waxa aad ku uunsi doontaa guriga waa qalab qurux badan,https://drive.google.com/file/d/1OZUZsbwVziTX11C-7IzWK6ZBfL14gEWj/view?usp=drivesdk,Qalab,qalab uunsi,$25,,,,Hargeisa,call-063:4111203
616,Faysal,114  Xanaan cosmetics,Beard Growth Oil,waa saliidii Gadhka oo aad u fiican,https://drive.google.com/file/d/1O07QP4NTh5ia03km9Lau83g0n87U7FU8/view?usp=drivesdk,Beard ,saliid ,$12,,,,Hargeisa,call-063:4070593
617,Faysal,114  Xanaan cosmetics,Cocoa Butter,waa cream original ah oo wajiga kuu cadaynaya ,https://drive.google.com/file/d/1O6LYjhYqExB4yEkDeVeliE9tdmC7Gfyi/view?usp=drivesdk,American Dream,Kareem,$32,,,,Hargeisa,call-063:4070593
618,Faysal,114  Xanaan cosmetics,Victorias Secret,waa caaro aad u udgoon oo Naftu Ku raaxaysanayso,https://drive.google.com/file/d/1Nz4UXDUstlQC9qjBbFRB9yUpzSBzygne/view?usp=drivesdk,Victorias Secret,Cadar,$16,,,,Hargeisa,call-063:4070593
619,Faysal,115 Al mahdi  genaral trading,Strong and Durable Guarantee Only One Battery,waa qalabka wax lagu xidhxidho oo kala duwan,https://drive.google.com/file/d/1KyP3Az0FDkU2b39LMgwmrEvm4lOAoAhw/view?usp=drivesdk,mishiino,mishiinkii wax lagu xidhxidhaayey,$184,,,,Hargeisa,call-063:4675190
620,Faysal,115 Al mahdi  genaral trading,Makita Tools,waa qalabka dhiska laga shaeyo oo kala duwan ,https://drive.google.com/file/d/1KfJHWqoLVWWOGPgVKgC8uZf-nGP0JF9w/view?usp=drivesdk,mishiino,mishiinkii jarjare,$210,,,,Hargeisa,call-063:4675190
621,Faysal,115 Al mahdi  genaral trading,Marmarka ,Marmarka guryaha oo nooc walba leh ,https://drive.google.com/file/d/1J-5m7kHFBahrc_nYmWrITcEKNZpelYKb/view?usp=drivesdk,marmar,marmar,,,,,Hargeisa,call-063:4675190
622,Faysal,116 Ashqaraar cosmatics ,Alfa Gold Receiver,Waa rasiifrkii dhiishka oo aad ku rakiban karto gurigaaga ,https://drive.google.com/file/d/1KXj5gWwZHrdnry6zNyzdabv215Z2Y7fc/view?usp=drivesdk,Receiver,rasiifar ,$10,,,,Hargeisa,call-063:3746132
623,Faysal,116 Ashqaraar cosmatics ,Sama Dubai,waa cadar aad u udgoon oo aad ka helidoonto ,https://drive.google.com/file/d/1Jo2vMAg9Wdv2cVJRLoxwtOloZScAdrwD/view?usp=drivesdk,sama Dubai,cadar,$14,,,,Hargeisa,call-063:3746132
624,Faysal,116 Ashqaraar cosmatics ,Bluetooth MP3,waa Mp3gii gaadhiga aad ku dhaysan lahayd ,https://drive.google.com/file/d/1KQo-OX-fcjiaWOXnVXE7uVPbbFpl9N4p/view?usp=drivesdk,Mp3,Mp3 Gaadhi,$5,,,,Hargeisa,call-063:3746132
625,Faysal,117 Hibo style ,Toobabka ,Toobabka hablaha yaryar oo kala duwan ,https://drive.google.com/file/d/1DLozXzCr_DFc0BkCYg6ip-P5RkEe62bR/view?usp=drivesdk,Toob,Toobab hablo,$30,,Personal Accessories,,Hargeisa,call-063:6677165
626,Faysal,117 Hibo style ,Cabaayado,cabaayado kala duwan oo aad u qurxuun ,https://drive.google.com/file/d/1DQTOuzEeLbH8TEtbCJSaRoLo6lD5HlXS/view?usp=drivesdk,Cabaayad,Cabaayad,$37,,Personal Accessories,,Hargeisa,call-063:6677165
627,Faysal,117 Hibo style ,Isku Joog ,Isku Joogii caruurta gaar ahaan Raga oo kala duwan ,https://drive.google.com/file/d/1Dg4VZSTo79pSf_4scGRvo4F1_8blCaRc/view?usp=drivesdk,isku  Joog,Shaadh surwaal Shaayad,$29,,Personal Accessories,,Hargeisa,call-063:6677165
628,Faysal,118 Halla Cabaaya ,Boorso ,Boorsooyin aad u qurxoon ,https://drive.google.com/file/d/1Duy7huWZKty5gDTZyaoZE-OFfr7v8Zgi/view?usp=drivesdk,Boorso,Boorso Dumar,$30,,Personal Accessories,,Hargeisa,call-063:4650227
629,Faysal,118 Halla Cabaaya ,Haafaf ,Haafafkii Dumarka oo aad u qurux badan ,https://drive.google.com/file/d/1E0bOEebDycSd2kcxY1oNkGKBCWZgIsYv/view?usp=drivesdk,Haaf ,Haaf Gaaban ,$26,,Personal Accessories,,Hargeisa,call-063:4650227
630,Faysal,118 Halla Cabaaya ,Cabaayado ,Cabaayado Dumar oo kala duwan ,https://drive.google.com/file/d/1DvAAp2ui5dqrlPZNtyFCkB9hhP0g0Q9Z/view?usp=drivesdk,Cabaayad ,Caaayad Dumar,$38,,Personal Accessories,,Hargeisa,call-063:4650227
631,Faysal,119 Haaji Classic Style ,Isku Joog ,isku joogii raga macamuus sandal cumaamad ,https://drive.google.com/file/d/1Cl1b41XxV3asdk8dOlb0qcsmRoZEnSEo/view?usp=drivesdk,isku  Joog,macamuus cumaamad sandal,$40,,Personal Accessories,,Hargeisa,call-063:4007429
632,Faysal,119 Haaji Classic Style ,Kabo sports ,Kabihii isboortiska ahaa aad u qurux badan ,https://drive.google.com/file/d/1Cj9KVW_uybwxF2yxD6BxrSB2ntjVJoF5/view?usp=drivesdk,Adadias,kabi sports ,$45,,Personal Accessories,,Hargeisa,call-063:4007429
633,Faysal,119 Haaji Classic Style ,Sadal,sandalkii raga oo kala duwan ,https://drive.google.com/file/d/1CazNWkChNMYpfSry3AdDKkulxLuxVILn/view?usp=drivesdk,sandal ,sandal,$14,,Personal Accessories,,Hargeisa,call-063:4007429
634,Faysal,120 Zooral ,funaanad ,funaanadihii raga oo kala duwan ,https://drive.google.com/file/d/1Ct1JBYhKJzzuqLR7v9vccrvFNMQ_An8K/view?usp=drivesdk,funaanad ,funaanad xarago,$17,,Personal Accessories,,Hargeisa,call-063:4636388
635,Faysal,120 Zooral ,sandal,sandalkii raga oo aad u qurxoon ,https://drive.google.com/file/d/1Cbcxdu-TiNKefnJbzBNNwmSMI0oAKP8B/view?usp=drivesdk,sandal ,sandal raga,$15,,Personal Accessories,,Hargeisa,call-063:4636388
636,Faysal,120 Zooral ,Garamo,Garamadii raga oo aad tayo u leh ,https://drive.google.com/file/d/1CzvX4n4oPlW0xDf5netPeZPD2T7cJVOI/view?usp=drivesdk,garamo,garamaan raga,$10,,Personal Accessories,,Hargeisa,call-063:4636388
637,Faysal,121 Goble shoes ,Kabo dumar,kabihii Dumarka oo kala duwan ,https://drive.google.com/file/d/1CuAHP2w8HlR22xPLHVwnZCihjcZZzovk/view?usp=drivesdk,kabo ,kabo dumar,$20,,Personal Accessories,,Hargeisa,call-063:4824728
638,Faysal,121 Goble shoes ,Kabo raga ,kabihii raga ee xaragada ,https://drive.google.com/file/d/1CraXDHQE9kdVUl3LioQ-7eptW7-oBmuN/view?usp=drivesdk,kabo ,kabo rag xarago,$23,,Personal Accessories,,Hargeisa,call-063:4824728
639,Faysal,121 Goble shoes ,Kabo spotis,kabihii isboortiska oo aad u qurux badan ,https://drive.google.com/file/d/1CoE7pYeWxBNfz6xeYMwj-3uuuty0Dqtz/view?usp=drivesdk,kabo ,kabo sports ,$8,,Personal Accessories,,Hargeisa,call-063:4824728
640,Faysal,122 Tonight Suits,suit,suudhadhkii raga oo kala duwan ,https://drive.google.com/file/d/1FdPVmt4ELH6lrgOIMer6pMjy7VEWQBzY/view?usp=drivesdk,suit ,suit ,$120,,Personal Accessories,,Hargeisa,call-063:4881874
641,Faysal,122 Tonight Suits,Kabo xarago,Kabo xarago oo aad u qurux badan ,https://drive.google.com/file/d/1FlU8EOUM8UetNLSi3fEImeqpNKdXqOtL/view?usp=drivesdk,kabo,kabo xarago,$25,,Personal Accessories,,Hargeisa,call-063:4881874
642,Faysal,122 Tonight Suits,Kabo sports ,Kabihii isboortiska oo aad u qurux badan ,https://drive.google.com/file/d/1FXKxjeFWzArmPmTKXRG7bzPbH1ol_ORB/view?usp=drivesdk,AIR ,kabo sports ,$40,,Personal Accessories,,Hargeisa,call-063:4881874
643,Faysal,123 Sal_Sabil,Shaadh,shaadhadhkii curuurta oo gacmo gaab ah ,https://drive.google.com/file/d/1Fs2CTo2IlWs2d4KcHGk4TF5AExkiSA0Q/view?usp=drivesdk,shaadh ,shaadh gacmo gaab,$12,,Personal Accessories,,Hargeisa,call-063:3336665
644,Faysal,123 Sal_Sabil,Garamo,garamo gacmo gaaba oo aad u qurux badan ,https://drive.google.com/file/d/1Fe3QjXu57Q16ol_zzCnHNatRFY3b7NtM/view?usp=drivesdk,Just do it,garan gacmo gaab,$10,,Personal Accessories,,Hargeisa,call-063:3336665
645,Faysal,123 Sal_Sabil,Surwaalo,surwaalo shiingeeya oo qurux badan ,https://drive.google.com/file/d/1FdmYJNqukR3Dw7sv-nwCyUN0pxuE-VUa/view?usp=drivesdk,surwaal ,surwaal shiingee,$24,,Personal Accessories,,Hargeisa,call-063:3336665
646,Jaamac,32 AL sadaad online market,geepas Heart muffle,waa ofin yar oo keeg sidhaqsa ku gusameenayao,https://drive.google.com/file/d/1NJyKPjgKzYG4SqbNk9p2pBP_8iKq4u7f/view?usp=drivesdk,geepas waaa ofin keeg,GEEPAS,$25,,Personal Accessories,,Hargeisa,634216278
647,Jaamac,32-AL sadaad online market,smart led light aap cntrol,waaa leedh aad ku xakameenkartao mopilkaaga ,https://drive.google.com/file/d/1cE_oEtH_oD7E_PdWwCszYK2NYue7yvaw/view?usp=drivesdk,waa LEEDH IFAYA,LEEDH QURUXBADAN,$30,,Personal Accessories,,Hargeisa,634216278
648,Jaamac,32-AL sadaad online market,smart sun glass,waa muyarada  indhaha oo erafoona awadata,https://drive.google.com/file/d/1zw0l0KoazvcYDC4X7E5i9WDU1_vCDhI6/view?usp=drivesdk,SUN GLASS,SUN GLASS,$11,,Personal Accessories,,Hargeisa,634216278
649,Jaamac,32-AL sadaad online market,dhuxusha ilkaha ,waa sifeeyaha ilka oo  lo isticmalikaro ilkaha,https://drive.google.com/file/d/1H1faviYItBib_H8zlvP5ed_AJhQ_YBGR/view?usp=drivesdk,NADIIFIYE ILKAHA,NADIIFIYE,$4,,Personal Accessories,,Hargeisa,634216278
650,Jaamac,32-AL sadaad online market,3 days slimming,waxa uu kusiinaya daganaasho iyo farxad,https://drive.google.com/file/d/1guEI4vaDxEUSMfgqMLJMhvgRC9iGWLxx/view?usp=drivesdk,3DAYS SLIMMING,SLIMMING,$5,,Personal Accessories,,Hargeisa,634216278
651,Jaamac,33-Dalabaai,moser trimmer,waa mashiinka tima jaraha,https://drive.google.com/file/d/17JueZAiA6DVvqcWhsg9R2ysfKHrr9ck3/view?usp=drivesdk,MOSER ,MOSER,$27,,Personal Accessories,,Hargeisa,636845880
652,Jaamac,33-Dalabaai,magic cube 2x,waa maskax fur fure oo aad caruurtaada ku barbaarin kartp,https://drive.google.com/file/d/1_q4-WyhaZNnIgBlRgUJSEGpsTWlWL4V4/view?usp=drivesdk,MAGIC,MAGIC,$6,,Personal Accessories,,Hargeisa,636845880
653,Jaamac,33-Dalabaai,wster model ws-y06,waa salada xashiika lagu rido,https://drive.google.com/file/d/1EE9PZxM9ek69dgbp1eD2semnwJXrXtzo/view?usp=drivesdk,WSTER,WSTER,$10,,Personal Accessories,,Hargeisa,636845880
654,Jaamac,33-Dalabaai,handhel gimdal,waa qoriga moobilada lagu qabto,https://drive.google.com/file/d/1JSemsJ3oyFDbglCg1Vgx6-3-RwPyl7zw/view?usp=drivesdk,HANDHEL ,HANDHALE,$95,,Personal Accessories,,Hargeisa,636845880
655,Jaamac,33-Dalabaai,jilip ilaaliye,waax uu kalilaalinaya dhawac yada fudud ,https://drive.google.com/file/d/1aduaDkc1L-J5YRVnuhvKy2JcC-lr1ix9/view?usp=drivesdk,JILB ILALIYE,JILIB ILAALIYE,$8,,Personal Accessories,,Hargeisa,636845880
656,Faysal,124 Han baby Shop,Buubee,Buubeegii caruurtu ku ciyaarayeen,https://drive.google.com/file/d/1KSZtO43994efYxa1xr_J8zEZTiG9UCz2/view?usp=drivesdk,Buubee,Buubee caruur,$15,,,,Hargeisa,call-063:4040804
657,Faysal,124 Han baby Shop,Qori caruur,Qoryihii caruurta ,https://drive.google.com/file/d/1KH61ivh-ZR9ZDzvk44kW_UbDfCOft4Eo/view?usp=drivesdk,Qori,Qori Caruur,$7,,,,Hargeisa,call-063:4040804
658,Faysal,124 Han baby Shop,Protocol,waa cadar aad u udgoon ,https://drive.google.com/file/d/1KDaBE2HenQh1lQrabaAqw6iQLcF9MQpg/view?usp=drivesdk,Protocol,Cadar,$25,,,,Hargeisa,call-063:4040804
659,Faysal,125 Al Fariid Bags ,Boorsooyin ,Boorsooyinkii Dumarka oo aad u qurux badan ,https://drive.google.com/file/d/1Jab7bUs0mJda02f4by7ICbB7hjITsMbW/view?usp=drivesdk,Boorso,Boorso Dumar,$15,,,,Hargeisa,call-063:4654479
660,Faysal,125 Al Fariid Bags ,Jeegii Sharaabka,Jeegii sharaabka lagu shubanaayey oo wata koobabkiisii waana quraarad,https://drive.google.com/file/d/1JPWkYrwseT220edgAcRFftpD3gFFN29D/view?usp=drivesdk,Jeeg,Jeeg sharaab oo quraarad ah,$25,,,,Hargeisa,call-063:4654479
661,Faysal,125 Al Fariid Bags ,Muraayado,Muraayadihii xaragada ee dumarka oo aad u qurux badan ,https://drive.google.com/file/d/1JzSuER8AD1p1XUpmSBJoqXrUI1z_y_d-/view?usp=drivesdk,Muraayad,Muraayad xarago ,$5,,,,Hargeisa,call-063:4654479
662,Faysal,126 Horyaal Busnis Group,Dusuud ,Dusuudii cuntada oo kala duwan,https://drive.google.com/file/d/1K1c9gQsfkSOWaQtENMlZSpdxlzpyjpVA/view?usp=drivesdk,dusuud ,dusuud cunto,$1 $10,,,,Hargeisa,call-063:4488607
663,Faysal,126 Horyaal Busnis Group,Garaamo,Garamo gacm gaab ah ,https://drive.google.com/file/d/1JZ723gJIMhenQe1ig7QKYOVgLxAFcVoL/view?usp=drivesdk,Garamo,Garan,$1 $8,,,,Hargeisa,call-063:4488607
664,Faysal,126 Horyaal Busnis Group,Surwaalo,surwaalo sports,https://drive.google.com/file/d/1JiEPHlBTM62qR3tMS5qNN9wpwbt2P2F8/view?usp=drivesdk,Surwaal,Surwaal sports,$1 $7,,,,Hargeisa,call-063:4488607
665,Faysal,127 Zaki baby Pran,gawaadhi,gawaadhidii caruurta oo kala duwan,https://drive.google.com/file/d/1Pl65PrYWi7r6mHytH5mijEjmaYquX437/view?usp=drivesdk,gaadhi ,gawaadhidii caruurta ,$8,,,,Hargeisa,call-063:4149392
666,Faysal,127 Zaki baby Pran,shaadh ,shaadhadhkii raga oo kala duwan ,https://drive.google.com/file/d/1Q2BrfOEBki9tQ7u6R8Kh4F7n4x9maUIZ/view?usp=drivesdk,shaadh ,shaadh raga ,$12,,,,Hargeisa,call-063:4149392
667,Faysal,127 Zaki baby Pran,surwaal ,suwaalo shiingee ah oo aad u qurxoon,https://drive.google.com/file/d/1QAaNRPdlxYio9ahyIg1zDLS99lxLm3pe/view?usp=drivesdk,surwaal ,surwaalo shiingeeya,$25,,,,Hargeisa,call-063:4149392
668,Faysal,128 Milgo Santa ,fashion sense,waa cadar aad u udgoon oo naftu ku raaxaysanayso,https://drive.google.com/file/d/1QEtqi8Oj4Kz-ctRjW7vFvrdgU4Fkz8k4/view?usp=drivesdk,fashion sense ,cadar ,$30,,,,Hargeisa,call-063:4089841
669,Faysal,128 Milgo Santa ,Toob,Toobabkii hablaha yaryar oo aad u qurux badan ,https://drive.google.com/file/d/1PhHEfxubQoRxB97-YCOckEVI99jvakYX/view?usp=drivesdk,Toob ,Toobabkii hablaha ,$35,,,,Hargeisa,call-063:4089841
670,Faysal,128 Milgo Santa ,cabaayad ,cabaayadihii hablaha oo aad u qurux badan ,https://drive.google.com/file/d/1PuIo6gvmPYAGn-VjVjBjRxG3hwUR3_FF/view?usp=drivesdk,cabaayad ,cabaayadihii dumarka ,$37,,,,Hargeisa,call-063:4089841
671,Faysal,129 Baabalkhayr,surwaal ,surwaal rag oo kala duwan ,https://drive.google.com/file/d/1Q16ZnzAS3ZhU5Pp7hESpb90ofsRU39JB/view?usp=drivesdk,surwaal ,surwaal raga,$15,,,,Hargeisa,call-063:3358007
672,Faysal,129 Baabalkhayr,kabo ,kabihii xaragada raga oo aad u qurux badan ,https://drive.google.com/file/d/1PeMzuwzYP4p3smuMTe-WYxhG-VW3ZEI-/view?usp=drivesdk,kabo ,kabo xarago,$25,,,,Hargeisa,call-063:3358007
673,Faysal,129 Baabalkhayr,shaadh ,shaadhadhkii raga oo kala duwan ,https://drive.google.com/file/d/1Q0qXe-nmnrGIHjwWvN2ayJ79zug75f8z/view?usp=drivesdk,shaadh ,shaadh raga,$13,,,,Hargeisa,call-063:3358007
674,Faysal,130Laag barako,kabo sports ,waa kabihii isboortiska oo aad u qurux badan ,https://drive.google.com/file/d/1QFOg4gDLJa4oR55IxHLjq5RRwmiAwYZt/view?usp=drivesdk,speed ,kabo sports ,$42,,,,Hargeisa,call-063:3144082
675,Faysal,130Laag barako,garan ,waa garamadii raga oo kala duwan ,https://drive.google.com/file/d/1PdbaoGaFE6gUg7xkeJ3PB7yAez76h3zL/view?usp=drivesdk,garan ,garan ,$11,,,,Hargeisa,call-063:3144082
676,Faysal,130Laag barako,surwaal ,surwaal caruurta oo kala duwan ,https://drive.google.com/file/d/1QhS2k1CHob_3x7b57iETv22YpBAjN027/view?usp=drivesdk,surwaal ,surwaal caruurta ,$9,,,,Hargeisa,call-063:3144082
677,Faysal,131 Nasri Top Style,Toobab ,waa toobab dumar oo aad u qurxoon ,https://drive.google.com/file/d/1NxsZUtfnyo8QIR06TT8Hqla1oke-Rv6Z/view?usp=drivesdk,Toob,Toob Dumar,$38,,,,Hargeisa,call-063:4769046
678,Faysal,131 Nasri Top Style,sadkii ,Waa sadkii sodohda ama dumarka waawayn ,https://drive.google.com/file/d/1O2a3LAEdsRrHWsrRR0lsnuW01w5RwjXr/view?usp=drivesdk,Sad ,Sad Ama Dirac Dumar,$40,,,,Hargeisa,call-063:4769046
679,Faysal,131 Nasri Top Style,kabaha dumarka,Waa kabihii dumarka oo kala duwan ,https://drive.google.com/file/d/1O-fC5nry5e6b0IfUfvuEz0rwb3JEuAuo/view?usp=drivesdk,Kabo,Kabo Dumar,$37,,,,Hargeisa,call-063:4769046
680,Faysal,132 Diamand Carwo,sandal ,sandaladii raga oo kala duwan ,https://drive.google.com/file/d/1Qr6KHXVnMVKmtVjZQ2T7t8UPkkz_E3Es/view?usp=drivesdk,sandal ,sandal Rag,$30,,,,Hargeisa,call-063:4267506
681,Faysal,132 Diamand Carwo,haafaf,Haafafkii hablaha oo kala duwan ,https://drive.google.com/file/d/1PuoFmIoMwZJxSA1rlI48WrCcAjI6Xezj/view?usp=drivesdk,Haaf,Haaf dumar ,$28,,,,Hargeisa,call-063:4267506
682,Faysal,132 Diamand Carwo,toobabkii hablaha ,toobabkii hablaha oo kala duwan ,https://drive.google.com/file/d/1PzOHwrFQWWNFS34PLqqvrgHkLxErK3AV/view?usp=drivesdk,Toob ,toobabkii hablaha ,$25,,,,Hargeisa,call-063:4267506
683,Faysal,133 Marwo Ayaan,Dharka caruurta ,Dharkii caruurta ee hablaha yaryar,https://drive.google.com/file/d/1PiyxSE0K0mzPZ7CCwi9wzFmNYktCzN4E/view?usp=drivesdk,dharka ,Dharka caruurta habkaha ,$20,,,,Hargeisa,call-063:4137337
684,Faysal,133 Marwo Ayaan,kabihii caruurta ,Kabihii caruurta ee hablaha yaryar,https://drive.google.com/file/d/1Q1oETT_NbsuVwdcRk4WesbLtSVNd7nVx/view?usp=drivesdk,kabo ,kabo caruurta ,$18,,,,Hargeisa,call-063:4137337
685,Faysal,133 Marwo Ayaan,cabaayad,waa cabaayadihii dumarka oo kala duwan ,https://drive.google.com/file/d/1Q-Hh040GlNQlKgzaMpjgko4NvqCNq498/view?usp=drivesdk,cabaayad,cabaayad dumar ,$12,,,,Hargeisa,call-063:4137337
