ad_iD,Collector name,Shop Name,Ad name,Description,Pic,Brand,Model,Price,Type/Year,Suuq,Negotiable,state,Contact,File_name
342,Jaamac,26-7d0ller online,sheelado,sheelado kaladuwaan oo aad uqurxoon ,https://drive.google.com/file/d/1oW5YlXINy1J3N2nKxQG4GPg_joL5aD5n/view?usp=drivesdk,,SHEELADO,$7,,,TRUE ,Hargeisa ,637431813,742e5dd2-759f-4ed3-80a3-966cfb1ec9e5.JPG
343,Jaamac,26-7d0ller online,kabo dumar ,kabo siman oo dumar ,https://drive.google.com/file/d/1xT3OoZa4o3DGf4keNP4py2nW2ZY5yPiB/view?usp=drivesdk,,KABIO SIMAN,$5,,,TRUE ,Hargeisa ,637431813,96884ce6-59f2-43d2-93a7-a7312cc9fa78.JPG
344,Jaamac,26-7d0ller online,surwaal jimis ah oo dumar ,surwaal jimis ah oo dumar ah,https://drive.google.com/file/d/1VDSwna4iQFUhmUmDlkjZevfReAKPvuLK/view?usp=drivesdk,,SURWAALKA DUMARKA,$13,,,TRUE ,Hargeisa ,637431813,5cff0355-a32e-42be-8e9e-e06a30b0a967.JPG
345,Jaamac,26-7d0ller online,kabo buudh dumar,kabo buudh ah oo dagan ,https://drive.google.com/file/d/11kOFB-SNRc_UP-iU2sVunNCtiMOe3Wp-/view?usp=drivesdk,,KABO DAGAN OO RAGA ,$22,,,TRUE ,Hargeisa ,637431813,c58caabf-7f97-4dbb-bd06-03db6bb23d51.JPG
346,Jaamac,27-Bidhn online maeket,oven ,oven ka waa kii cuntada lagu kululeenayay,https://drive.google.com/file/d/1lB89wJPL1sSpDpnTMk7-Wrel0mCR0BPA/view?usp=drivesdk,,OVEN,$95,,,TRUE ,Hargeisa ,634702284,21bb6b8a-eb6a-43a5-8117-dfae1adc7ba5.JPG
347,Jaamac,27-Bidhn online maeket,kabadhka kabaha,kabadhka kabaha lasaaro ,https://drive.google.com/file/d/1WHQc-fiUby_2D9UQRKSvBA5I5U_AsqR_/view?usp=drivesdk,,KABADHKA KABAHA,$15,,,TRUE ,Hargeisa ,634702284,679d7eb8-8fc0-42d0-bfab-be7c9872c08c.JPG
348,Jaamac,27-Bidhn online maeket,timo jare,waa makiinada timaha lagujaraayay ,https://drive.google.com/file/d/1jMTyzKlDF6GmaHMs8TYAZgJtld_doIUk/view?usp=drivesdk,,MAKIINADA TIMAHA,$16,,,TRUE ,Hargeisa ,634702284,a0f6096f-5d35-440f-8b53-3ad05e38db02.JPG
349,Jaamac,27-Bidhn online maeket,sacado tach ah,sacadan waa sacad casriya ,https://drive.google.com/file/d/1mlRZ69JfZWtrQPHtIa9GdnsZWct6qFta/view?usp=drivesdk,,SAACAD,$19,,,TRUE ,Hargeisa ,634702284,b8475763-e561-48dd-be81-8d37920e4548.JPG
350,Jaamac,27-Bidhn online maeket,miis ka kaawiyada,miiskan waa kii dharka Lagu kawideenayay,https://drive.google.com/file/d/1ebdsTIc0Oo0wsI47bC8Zi_ETRTvF_7pS/view?usp=drivesdk,,MIISKA KAWIYADA,$21,,,TRUE ,Hargeisa ,634702284,7e5116a7-2a44-45fc-9594-cfe471333913.JPG
351,Jaamac,28- Carwo ansal fashion,shaadh xarago ah,shaadhkan waa kii raga oo xarago ,https://drive.google.com/file/d/1OCXir9uyYYjN-05ptCJQAO3OLec2AacB/view?usp=drivesdk,,SHAADH RAXAGO,$14,,,TRUE ,Hargeisa ,634199456,Carwo Almagan 2.jpg
352,Jaamac,28- Carwo ansal fashion,kabo dagan ,kabo dagan oo buudh  ah,https://drive.google.com/file/d/1B_jvT88XvoFozl2IzExVjhWLQSEG9tci/view?usp=drivesdk,,KABO,$12,,,TRUE ,Hargeisa ,634199456,c38e9f6c-dcdf-4d8c-ac10-d8bdd00b4900.JPG
353,Jaamac,28- Carwo ansal fashion,toob ,toobkan waa kii dumarka kaaso aad uqurxoon ,https://drive.google.com/file/d/1OJoYu4Gu2GsD_vt8ncyERn8v0jQBgCMs/view?usp=drivesdk,,TOOB DUMAR,$19,,,TRUE ,Hargeisa ,634199456,cd8f8ea9-02fc-4a07-a0c5-b8121b62f08a.JPG
354,Jaamac,28- Carwo ansal fashion,kabo ,kabo dumar,https://drive.google.com/file/d/1rbkG1NZCy_TTYX9pfRQ7YE-QfLOcbKWj/view?usp=drivesdk,,KABO DUMAR,$14,,,TRUE ,Hargeisa ,634199456,bd28cf11-abae-495c-af24-5921443d8170.JPG
355,Jaamac,28- Carwo ansal fashion,duruuc,duruucdan waa duruuc aad u qurxoon,https://drive.google.com/file/d/1vs4ZSLwO3xSnNiI4sBNCL7qSwY_2Lm86/view?usp=drivesdk,,DURUUC,$33,,,TRUE ,Hargeisa ,634199456,bec214a0-bae2-45d0-86ab-184e23f02246.JPG
356,Jaamac,29- QURUX dumar cosmatik,cabaayad,cabaayado oo aad ku cajabgaliya ,https://drive.google.com/file/d/1Awb4CtvKlq4kuCtbFPrQxNcplJbvr5RZ/view?usp=drivesdk,,CABAAYADO,$30,,,TRUE ,,252905373395,8619b41e-bd11-4786-9b14-595a250e06d9.JPG
357,Jaamac,29- QURUX dumar cosmatik,haaf dumar,hafafka dumarka,https://drive.google.com/file/d/1Uhppw26ciGlRqrlTg9Cpu5REGZUb85WB/view?usp=drivesdk,,HAAFAF ,$22,,,TRUE ,,252905373395,84d31334-1414-44dc-b10e-66c63be8df95.JPG
358,Jaamac,29- QURUX dumar cosmatik,kabo iyo shandada iswata,kabo iyo shandad iswata ,https://drive.google.com/file/d/124IGCITO0iScUfxXnE1bRtMVjfqIlAHw/view?usp=drivesdk,,KABO IYO SHANDAD,$28,,,TRUE ,,252905373395,2cccc672-8fed-425f-9cc1-a95ba7274ff2.JPG
359,Jaamac,29- QURUX dumar cosmatik,shaadh iyo macawiis iswata,shaadh iyo macawiis iswata,https://drive.google.com/file/d/1w8Inf2gAp4gtoXlx8AXfwSLgSAKfr5A8/view?usp=drivesdk,,SHAADH IYO MACAWIIS,$44,,,TRUE ,,252905373395,cf851f34-f0a0-4366-860a-1fa9392cd36c.JPG
360,Jaamac,30-ayaan online ,dirac iyo shandad wada socda,diracan waamid wata shandad,https://drive.google.com/file/d/1AvRtQ-x5s5wRi5SLZbL5q8eRFUv5gGfK/view?usp=drivesdk,,DIRAC IYO SHANDAD,$33,,,TRUE ,Hargeisa ,633218344,cea8bcda-3b11-415c-a4da-1aa93988140e.JPG
361,Jaamac,30-ayaan online ,4shay wadasocda,"4shay iswata waa ,,,Tuwaalka meedhashada ,,garfeedh ,, maradii lagumeedhanayay ",https://drive.google.com/file/d/18tFXD08w7-RUhVatg1Grr8VVBbVp-MuU/view?usp=drivesdk,,4SHAY ISWATA,$9,,,TRUE ,Hargeisa ,633218344,30670f59-07ef-489a-a605-ead9d17bcb22.JPG
362,Jaamac,30-ayaan online ,cabaayad,cabaayana waa mid aad ku qancindoona,https://drive.google.com/file/d/1_ZgAAmFk4xSEVLFhk5I8utRVEwYubCNo/view?usp=drivesdk,,CABAAYADO,$22,,,TRUE ,Hargeisa ,633218344,035c8f93-8282-4631-a143-484552d9ef37.JPG
363,Jaamac,30-ayaan online ,shandad iyo masaro,masar iyo shandad wada socda ,https://drive.google.com/file/d/13FuwQG3hN7IIThTAY8fkFZeVCKbw0piM/view?usp=drivesdk,,MASARO,$12,,,TRUE ,Hargeisa ,633218344,7bfc9bca-4536-4f00-918f-c19c7505dc51.JPG
364,Jaamac,31-Maandeeq market,duruucdi aroosyada,duruucda AROOSYADA lagutalagalay,https://drive.google.com/file/d/12r7OvOwxr80uIsMQR8mj35JIBFMjVGl9/view?usp=drivesdk,,DURUUCDA AROOSKA,$188,,,TRUE ,Hargeisa ,633738363,97d09b50-e6bf-4154-bd56-678fbb189b50.JPG
365,Jaamac,31-Maandeeq market,masaro,masaro aad ubadan,https://drive.google.com/file/d/1HvYaE4De0XJdV_dF_4XNQMFCwuem3XWg/view?usp=drivesdk,,MASAR,$13,,,TRUE ,Hargeisa ,633738363,947bd1e6-2155-4ea4-8783-d2793aeb81b4.JPG
366,Jaamac,31-Maandeeq market,binankii shaylada,binankii sheeladaha lagutalagalay,https://drive.google.com/file/d/1PrM3igPcbM29DymKMNwGFYf6wIaz0Kxx/view?usp=drivesdk,,BIINKI SHAYLADA,$2,,,TRUE ,Hargeisa ,633738363,4fd7b511-8563-42ff-af92-3fa3bf2b2ead.JPG
367,Jaamac,31-Maandeeq market,qoor iyo dhagdhago,silsilado qoor iyo dhago dhago ah,https://drive.google.com/file/d/1n6EkAgwxHoXPlnrkL6YTEQG1JObiYPCy/view?usp=drivesdk,,SILSILADA QOORTA,$25,,,TRUE ,Hargeisa ,633738363,a98e6574-bc3e-4f4e-9753-ef595b941583.JPG
368,Faysal,45 Baana Gpoup,hagajinta laydhka ,Hagaajinta laydhka oo si tayo leh laguugu hagaajinayo ,https://drive.google.com/file/d/1hMYlmAJCbM4046sWEn-lH42g3X7W5QsG/view?usp=drivesdk,Baana,Baana,,,Services,TRUE,Hargeisa,Call :0634780011,Baana 1.jpg
369,Faysal,45 Baana Gpoup,Hagaajinta qasabadaha ,Hagaajinta qasabada biyaha oo qaab casriya laguugu hagaajinayo,https://drive.google.com/file/d/1hS1uBYbT3Q7Db8Nm9auqMYYTm_2vZphF/view?usp=drivesdk,Baana,Baana,,,Services,TRUE,Hargeisa,Call :0634780011,Baana .jpg
370,Faysal, 46 IQRA Home Decoration ,dhoobo findhicil,dhoobo aad ku ridanayso findhicilka ,https://drive.google.com/file/d/1gGcszYCuOoMn3xhPsTP-fnaSpL5wFd8U/view?usp=drivesdk,dhoobo,dhoobo,$23,,Devices,TRUE,Hargeisa,call-063:4124491,IQRA ONLINE 2.jpg
371,Faysal, 46 IQRA Home Decoration ,setd koob aroos,setd koobka arooska iyo garagayto iyo mindidii,https://drive.google.com/file/d/1h8zZq46L8vvYkd4D924UGumP9sgSfNdI/view?usp=drivesdk,weding glass,weding glass,$17,,Devices,TRUE,Hargeisa,call-063:4124491,IQRA online 5.jpg
372,Faysal, 46 IQRA Home Decoration ,dacasado,dacasado aad u qurux badan ,https://drive.google.com/file/d/1gVBcn3niF6xFqIrcuQp_vjPhmc4S3_8t/view?usp=drivesdk,dacsad baad,dacsad baad,$4,,Devices,TRUE,Hargeisa,call-063:4124491,IQRA online Decoration .jpg
373,Faysal, 46 IQRA Home Decoration ,roogii bulka aah ,roog ka samaysan bulka oo aad u qurux badan,https://drive.google.com/file/d/1gIYTvvRnojk-r-kmmGqOJ-wJXJvq2uvD/view?usp=drivesdk,roog casri ah,roog casri ah,$25,,Devices,TRUE,Hargeisa,call-063:4124491,IQRA online 1.jpg
374,Faysal, 46 IQRA Home Decoration ,jaqaf iyo iskoobe ,Jaqaf iyo iskoobe wada socda oo aad si fudud qashinka is kaga guri karto,https://drive.google.com/file/d/1gFUUiAlasPTfK-MvtrhXnIX24qtR7YCU/view?usp=drivesdk,jaqaf + skobe,jaqaf + skobe,$3,,Devices,TRUE,Hargeisa,call-063:4124491,IQRA ONLINE 3.jpg
375,Faysal,47 Shuuqa Shidan ,Dah qabad ,biinankii lagu qabanaayey Dahyada oo kala duwan,https://drive.google.com/file/d/1hmkjvEgF3ItEkL1tiiBFNwayYTiAAnri/view?usp=drivesdk,biin,biin ,$12,,Personal Accessories,TRUE,Hargeisa,Call-063:4716747,Suuqa Shidan 2.jpg
376,Faysal,47 Shuuqa Shidan ,setk qalabka Baadka ,setkii Baadka oo isu dhan oo hawl walba kuu fudaydinaya,https://drive.google.com/file/d/1hm-zA7qK6CUllT41ih6G28_4-O6l3RsE/view?usp=drivesdk,sed cagaga baadka oo dhamaytiran,sed cagaga baadka oo dhamaytiran,$23,,Personal Accessories,TRUE,Hargeisa,Call-063:4716747,Suuqa Shidan online .jpg
377,Faysal,47 Shuuqa Shidan ,Taray ,Tarey aad u qurux badan oo aad martida ku soori karto,https://drive.google.com/file/d/1hnrJyZXhK9fOwjeey3ChpuO6JhXJGxl7/view?usp=drivesdk,tray VIP,tray VIP,$25,,Personal Accessories,TRUE,Hargeisa,Call-063:4716747,Suuqa Shidan .jpg
378,Faysal,47 Shuuqa Shidan ,golofisyadii  ,golofisyadii dhaadheeraa oo ku an facaya mar walba oo aad nadaafad qabanaysid,https://drive.google.com/file/d/1hM7NIXbHLya7WpQ69HqGbuxgjAunDyg-/view?usp=drivesdk,beer golofisyo gaag ah ,beer golofisyo gaag ah ,$2,,Personal Accessories,TRUE,Hargeisa,Call-063:4716747,Suuqa shidan.jpg
379,Faysal,47 Shuuqa Shidan ,Tuwaalkii jiifka ,Tuwaalkii jiifka ama marka aad soo maydhato aad xidhanasey,https://drive.google.com/file/d/1h4cJJ9Fij67ljh4MxsrEo165Ye1_M7BE/view?usp=drivesdk,tuwaal casri ah,tuwaal casri ah,$8,,Personal Accessories,TRUE,Hargeisa,Call-063:4716747,Suuqa Shidan 1.jpg
380,Faysal,48 Doogso online market ,Artic Air ultra Cooler ,waa qaboojiye yar oo aad u qaadan karto meel kasta ,https://drive.google.com/file/d/1h3qXcSe_1wfe24A5xMGW_Uz7Pj_ABqTO/view?usp=drivesdk,qabawjiye yar,qabawjiye yar,$18,,Personal Accessories,TRUE,Puntland,call-061:6484843,Doogso online market 4.jpg
381,Faysal,48 Doogso online market ,Rice and Multi Cooker,waa kariye aad si fudud wax ugu kar sanayso,https://drive.google.com/file/d/1gwlxnRXljZWHYpOPxz50GKmOQPYHQven/view?usp=drivesdk,kariye,kariye,$36,,Personal Accessories,TRUE,Puntland,call-061:6484843,Doogso online market 2.jpg
382,Faysal,48 Doogso online market ,Foldable mosquito net,waa mara kaneeco oo nooc walba leh,https://drive.google.com/file/d/1gfmXCycTALR3sLwKNm-H04kkeu3eI6U7/view?usp=drivesdk,marakaneeco,marakaneeco,$20,,Personal Accessories,TRUE,Puntland,call-061:6484843,Doogso online market 3.jpg
383,Faysal,48 Doogso online market ,Whey protein ,ku dhis jirkaaga boratiinkan,https://drive.google.com/file/d/1gMPZm66AjLj23zk7Lg73kuUzG44FbdD1/view?usp=drivesdk,Optimum Nutrition,gold standerd,$65,,Personal Accessories,TRUE,Puntland,call-061:6484843,Doogso online market 1.jpg
384,Faysal,48 Doogso online market ,Beby nursing pillow ,waa markinta caruurta marka aad masaasada siinayso,https://drive.google.com/file/d/1gTiJn7OUllY_s1eVLGmMIOYUkSG1Vk7K/view?usp=drivesdk,waa markinta caruurta marka aad masaasada siinayso,waa markinta caruurta marka aad masaasada siinayso,$10,,Personal Accessories,TRUE,Puntland,call-061:6484843,Doogso online market .jpg
385,Faysal,49 Cookies Time ,cake ,samaynta keega Xafladaha ,https://drive.google.com/file/d/1kJz9jGtslF4n7MEnpozO8VBnMy7jF8-E/view?usp=drivesdk,Cookies Time ,Cookies Time ,$35,,Food and Beverage,TRUE,Hargeisa,call-063:3333903,Cookies Time bakes .jpg
386,Faysal,49 Cookies Time ,Cookies ,samaynta Buskud yada ,https://drive.google.com/file/d/1jyXZCZYWCQE6TRxp3Cxb5zxGBZUemzzv/view?usp=drivesdk,Cookies Time ,Cookies Time ,$1.50,,Food and Beverage,TRUE,Hargeisa,call-063:3333903,Cookies Time 1.jpg
387,Faysal,49 Cookies Time ,Cupcakes menu,waa keeg yar yar oo aad u macaan ,https://drive.google.com/file/d/1ioMHgMM4VjSfzZnUdJQwEg4l51Weihv_/view?usp=drivesdk,Cookies Time ,Cookies Time ,$4,,Food and Beverage,TRUE,Hargeisa,call-063:3333903,Cookies Time .jpg
388,Faysal,49 Cookies Time ,Banana Caramelo pancakes ,macmacaan aad u bogi doonto ,https://drive.google.com/file/d/1jCJqQpO1DmzDVTwJ3i0lR5YNcBJePwg6/view?usp=drivesdk,Cookies Time ,Cookies Time ,$4,,Food and Beverage,TRUE,Hargeisa,call-063:3333903,Cookies Time 3.jpg
389,Faysal,49 Cookies Time ,Double Chocolate Pancake, waa jogladkii oo aad u macaan ,https://drive.google.com/file/d/1jIryXERh_Fukpw0N0oV5LM7dPgTXTNkP/view?usp=drivesdk,Cookies Time ,Cookies Time ,$4.50,,Food and Beverage,TRUE,Hargeisa,call-063:3333903,Cookies Time 4.jpg
391,Faysal,50 Dalabaat online market ,mobil holder,mobil holder waa qalab aad sudhanaysid moobilka marka aad jiiftid oo aad si raaxo leh ugu daawanaysid moobilkaga ,https://drive.google.com/file/d/1-4KOmBNjdmalgyUDqSGKlbwjRRJfD2_f/view?usp=drivesdk,phone holder,phone holder,$20,,Devices,TRUE,Hargeisa,Call-063:6845880,Dalabaat online market 3.jpg
392,Faysal,50 Dalabaat online market ,samaynta silsiladaha ,waxa laguu samaynayaa silsilad laguugu qoryo magaca aad rabto ,https://drive.google.com/file/d/1-6INkY2eL_RLH4-1YBoRmDra4fhgRYd2/view?usp=drivesdk,hooyo & abaao necless ,hooyo & abaao necless ,$24,,Services,TRUE,Hargeisa,Call-063:6845880,Dalabaat online market 1.jpg
393,Faysal,50 Dalabaat online market ,screen watching to phone ,waa shaashad aad ku waynaysanayso moobilkaaga ,https://drive.google.com/file/d/1-8nRATUfI0hkZhImaJoyiHBw7fz5vfdj/view?usp=drivesdk,waa shaashad aad ku waynaysanayso moobilkaaga ,waa shaashad aad ku waynaysanayso moobilkaaga ,$10,,Devices,TRUE,Hargeisa,Call-063:6845880,Dalabaat online market 2.jpg
394,Faysal,50 Dalabaat online market ,iron laptop table ,waa qalab kuu sahlaya in uu kuu xajiyo laptop iyo tapleka ,https://drive.google.com/file/d/1ylrz-k8Y3FnE5kW02w-r9-rL99FY--N3/view?usp=drivesdk,waa qalab kuu sahlaya in uu kuu xajiyo laptop iyo tapleka ,waa qalab kuu sahlaya in uu kuu xajiyo laptop iyo tapleka ,$15,,Devices,TRUE,Hargeisa,Call-063:6845880,Dalabaat online market .jpg
395,Faysal,51 Tayo online,Realme C11,Realme C 11/ 32GB /2RAM ,https://drive.google.com/file/d/1jTfqOhd8gPTYgWcP-VXYNQBogu5RxDnG/view?usp=drivesdk,Realme C11,Realme C11,$98,,Personal Accessories,TRUE,Hargeisa,call-063:4890642,Tayo online 2.jpg
396,Faysal,51 Tayo online,GALAXY M32,Smsung Galaxy m32/64GB/6RAM,https://drive.google.com/file/d/1jPOOVNdlQPCxsOKAveyeRmXrvJj3bryb/view?usp=drivesdk,Galaxy m32,Galaxy m32,$185,,Personal Accessories,TRUE,Hargeisa,call-063:4890642,Tayo online 3.jpg
397,Faysal,51 Tayo online,REALME C 21Y,REALME C21Y /64GB / 4RAM ,https://drive.google.com/file/d/1jaHq60tOhYbkiD-vhUk8ZvPJEczvR_q2/view?usp=drivesdk,Realme C21y,Realme C21y,$118,,Personal Accessories,TRUE,Hargeisa,call-063:4890642,Tayo online .jpg
398,Faysal,51 Tayo online,GALAXY A52,Sumsung Galaxy A52/128GB/8RAM,https://drive.google.com/file/d/1j19H9XhlOukErkL9rESAdE9aNVun7SEY/view?usp=drivesdk,Galaxy A52,Galaxy A52,$310,,Personal Accessories,TRUE,Hargeisa,call-063:4890642,Tayo online 1.jpg
399,Faysal,51 Tayo online,GALAXY A3 CORE,Sumsung Galaxy A3 Core /16GB-NEW,https://drive.google.com/file/d/1kK5soLnNicSeGt81i8AkIh-bK4TocdX4/view?usp=drivesdk,Galaxy A3 Core,Galaxy A3 Core,$78,,Personal Accessories,TRUE,Hargeisa,call-063:4890642,Tayo online 4.jpg
400,Faysal,52 Sanaabil online,One Step Precision Cutting,jarjaraha khuraarta oo aad kaga nasanayso mididii ku saraysay ,https://drive.google.com/file/d/1kA2iFEvbewkCmBDN90U3TqMtUSVDA4-3/view?usp=drivesdk,jarjaraha khuraarta oo aad kaga nasanayso mididii ku saraysay ,jarjaraha khuraarta oo aad kaga nasanayso mididii ku saraysay ,$18,,Personal Accessories,TRUE,Hargeisa,call-061:4965596,Sanaabil online 2.jpg
401,Faysal,52 Sanaabil online,wireless headset,waa sameecad aad u fiican ,https://drive.google.com/file/d/1jt76vyKaKtrBcotKbtYmokSr2xpKvsnU/view?usp=drivesdk,wireless headset ,wireless headset ,$23,,Personal Accessories,TRUE,Hargeisa,call-061:4965596,Sanaabil online 1.jpg
402,Faysal,52 Sanaabil online,BIO OIL,Waa saliida maqaarka ,https://drive.google.com/file/d/1jjII3qHVSEy50mdWom5CKDb2H4BxaYIf/view?usp=drivesdk,Bio Oil Purcellin Oil,Bio Oil Purcellin Oil,$14,,Personal Accessories,TRUE,Hargeisa,call-061:4965596,Sanaabil online .jpg
403,Faysal,52 Sanaabil online,ilaalihaya jilbaha ,ilaaliyaha curuurta ee jilbaha ,https://drive.google.com/file/d/1mgVOkd6htnuvykwLNvddnHFox0AcHoi3/view?usp=drivesdk,ilaaliyaha jilibka caruurta ,ilaaliyaha jilibka caruurta ,$4,,Personal Accessories,TRUE,Hargeisa,call-061:4965596,Sanaabil online 5.jpg
404,Faysal,52 Sanaabil online,massage shoes,Massage shoes waa kabo kaa caawinaya in la yareeyo xanuunada dhabar hoose dhanjafka cago xanuunka ,https://drive.google.com/file/d/1mhPSVmNwtHg9K06-ZSDfC57Kik17-TIX/view?usp=drivesdk,massage sandals,massage sandals,$15,,Personal Accessories,TRUE,Hargeisa,call-061:4965596,Sanaabil online 4.jpg
405,Faysal,53 Motherland Business Center ,Bartlett/lemon/Grapes /Apple,waa liin canab tufaax canbaruud,https://drive.google.com/file/d/1k6qW95MuG-uuJRzbh6sd7KbFHBCrZjuz/view?usp=drivesdk,Frut,Frut,$0.50,,Devices,TRUE,Hargeisa,call-3350,Motherland business center.jpg
406,Faysal,53 Motherland Business Center,Hanny Drink,waa cabitaan energy leh ,https://drive.google.com/file/d/1iuSEakFunVozTvJXOkaA7Hsr3ecRxxP3/view?usp=drivesdk,Hanny Drink,Hanny Drink,$2,,Devices,TRUE,Hargeisa,call-3350,Motherland business center1.jpg
407,Faysal,53 Motherland Business Center,Nura fruit Cardial ,waa fiinto aad u fiican tayo na leh ,https://drive.google.com/file/d/1iuUeJMrgBeZxnDIAp1LNtoxJF6jkrj0O/view?usp=drivesdk,Nura ,Nura ,$3,,Devices,TRUE,Hargeisa,call-3350,Motherland business 2.jpg
408,Faysal,53 Motherland Business Center,Dubail energy,waa sharaab ernaji leh ,https://drive.google.com/file/d/1jN9MSIscRgTgWwdIohYgR2yQrL6lgqkS/view?usp=drivesdk,Dubai,Dubai,$2.50,,Devices,TRUE ,Hargeisa,call-3350,Motherland business 4.jpg
409,Faysal,53 Motherland Business Center,Mixed Fruid ,waa sharaabka qoska oo aad u macaan ,https://drive.google.com/file/d/1iv5p1i5e9T6i8UsLaXYQfIcOhetL1LL_/view?usp=drivesdk,Star,Star,$4,,Devices,TRUE ,Hargeisa,call-3350,Motherland business 3.jpg
410,Faysal,54 SOOMAR ,rabadhka cuntada ,rabadhka cuntada ,https://drive.google.com/file/d/1lBYc6CRBGF3ll6DurziSRXKSkG1WQ-5-/view?usp=drivesdk,rabadhka cuntada,rabadhka cuntada,$7,,Devices,TRUE ,Hargeisa,call-063:3333742,Soomar .jpg
411,Faysal,54 SOOMAR ,VR BOX ,VR BOX waa qalab aad ku isticmaali karto Gameka kala duwan waxana aad ku daawankartaa muuqalada HD ,https://drive.google.com/file/d/1lIZ8bNq9qQdskDDtLRVGo37SlLapABwu/view?usp=drivesdk,VR Box ,VR Box ,$15,,Devices,TRUE ,Hargeisa,call-063:3333742,Soomar 1.jpg
412,Faysal,54 SOOMAR,Baby Bather ,Baby Bather wuxuu kuu sahlayaa in aad si fudud aad ciyaalka ugu maydhi karto ilmaha yarna wuxu dareemayaa nafis,https://drive.google.com/file/d/1lC8nlbbeA1ou4qXRDTiD1DPL9MKn-bPU/view?usp=drivesdk,Baby Bather,Baby Bather,$10,,Devices,TRUE ,Hargeisa,call-063:3333742,Soomar 3.jpg
413,Faysal,54 SOOMAR,Sit up ab Exercise,Sit up AB Exercise waa qalab aad ku jimicsanayso adoo gurigaaga jooga ,https://drive.google.com/file/d/1lDKxUmfe9ckWbV7DVDmz3H_fU3mcwMtF/view?usp=drivesdk,set up AB Exercise,set up AB Exercise,$20,,Food and Beverage,TRUE ,Hargeisa,call-063:3333742,Soomar 2.jpg
414,Faysal,54 SOOMAR,Teeth whitening ,Teeth whitening waa ilko cadeeye ,https://drive.google.com/file/d/1mdr-_S_gkHkXpM07qNt730BgSM_C5LqH/view?usp=drivesdk,teth whitener,teth whitener,$10,,Devices,TRUE ,Hargeisa,call-063:3333742,Soomar 4.jpg
415,Faysal,55 Zaki media production ,photo ,qaadista sawirada,https://drive.google.com/file/d/1l-dbAXEZQ929Ehb0FEvo7bR8QafrizHI/view?usp=drivesdk,zaki media production,zaki media production,,,Services,TRUE ,Hargeisa,call-063:4091650,Zaki media production .jpg
416,Faysal,55 Zaki media production ,video ,duubista video aad u qurux badan oo 4k,https://drive.google.com/file/d/1l3dFjIvDjW8o1Rz0GzE495CkhQ49inRG/view?usp=drivesdk,zaki media production,zaki media production,,,Services,TRUE ,Hargeisa,call-063:4091650,Zaki media production 1.jpg
417,Faysal,56 Fariida online market ,Creen mask ,waa kiriim aad ku nadiifinayso wajiga ,https://drive.google.com/file/d/1oMghpS16rCUtH1PCVD1VBskvcQnS5dEc/view?usp=drivesdk,green mask,green mask,$8,,Devices,TRUE ,Hargeisa,call-063:4720317,Fariida online market .jpg
418,Faysal,56 Fariida online market ,baastoolada shawlada ,waa baastoolada aad si fudud ugu shidan karto shawlada ,https://drive.google.com/file/d/1oEFI-0Hnk1UdA8k1wCMQU7u2hBG-EviC/view?usp=drivesdk,bastoladi sholada,bastoladi sholada,$10,,Devices,TRUE ,Hargeisa,call-063:4720317,Fariida online market 1.jpg
419,Faysal,56 Fariida online market ,coffee bottle,waa falaasad aad ku qaadan karto bunka iyo shaaha ,https://drive.google.com/file/d/1ow3x53EJmkarR3yvikEe0p9OZH4LYtfV/view?usp=drivesdk,coffee bottle,coffee bottle,$9,,Devices,TRUE ,Hargeisa,call-063:4720317,Fariida online market 2.jpg
420,Faysal,56 Fariida online market ,incense burner electric,waa girgire ku shaqaynaya laydhka ,https://drive.google.com/file/d/1nuQiGt9osHAPfiZzGgKzQLgbU9X5X7GY/view?usp=drivesdk,incense burner electric,incense burner electric,$14,,Devices,TRUE ,Hargeisa,call-063:4720317,Fariida online market 3.jpg
421,Faysal,56 Fariida online market ,jaraha safanka ,jaraha safanka waxa aad si fudud ugu jaraysaa safanka cagaha kaa soo baxa ,https://drive.google.com/file/d/1o4XaRLLtDUbBnIUxzsoM_kmsgHXI75nW/view?usp=drivesdk,safanta jare ,safanta jare ,$13,,Devices,TRUE ,Hargeisa,call-063:4720317,Fariida online market 4.jpg
422,Faysal,57 Waafi Geneal Trading Company,Dermoviva,waa saliida caruurta ,https://drive.google.com/file/d/1nDL29qn0w1tkSDzNioWf9w4dBMrT4fsH/view?usp=drivesdk,Dermaviva ,Dermaviva ,$3,,Devices,TRUE ,Hargeisa,call-063:6666629,Waafi general trading company 2.jpg
423,Faysal,57 Waafi Geneal Trading Company,Fem ,u isticmaal jarida  timaha kilkilada iyo timaha hoose iyo xaada lugaha ,https://drive.google.com/file/d/1nVlnMYDS7cUWUtuTq4ec-gZqEDQEBy9s/view?usp=drivesdk,Fem,Fem,$3,,Devices,TRUE ,Hargeisa,call-063:6666629,Waafi general trading company 3.jpg
424,Faysal,57 Waafi Geneal Trading Company,Vatika Hair Cruam,waa kiriim nafaqaynaya timaha nafaqaynayana ,https://drive.google.com/file/d/1ndqebZVZNXxQBRb0rRIlEEKvMDVXWhQ7/view?usp=drivesdk,Vatika ,Vatika ,$12,,Devices,TRUE ,Hargeisa,call-063:6666629,Waafi general trading company 4.jpg
